id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
AO14114,Cacuso,Cacuso,cacuso-ao14114,AO14114,4,-9.473,15.683
AO14118,Cahombo,Cahombo,cahombo-ao14118,AO14118,4,-8.715,16.591
AO14115,Calandula,Calandula,calandula-ao14115,AO14115,5,-8.737,15.933
AO14116,Cambundi-Catembo,Cambundi-Catembo,cambundi-catembo-ao14116,AO14116,4,-10.124,17.882
AO14117,Cangandala,Cangandala,cangandala-ao14117,AO14117,4,-9.963,16.636
AO14120,Cunda-dia-Baze,Cunda-dia-Baze,cunda-dia-baze-ao14120,AO14120,3,-8.632,17.387
AO14119,Kiuaba-N'Zoji (Cuaba Nzogo),Kiuaba-N'Zoji (Cuaba Nzogo),kiuaba-nzoji-cuaba-nzogo-ao14119,AO14119,2,-9.039,16.415
AO14121,Luquembo,Luquembo,luquembo-ao14121,AO14121,4,-10.99,17.57
AO14122,Malanje,Malanje,malanje-ao14122,AO14122,6,-9.447,16.431
AO14123,Marimba,Marimba,marimba-ao14123,AO14123,3,-8.169,17.103
AO14124,Massango,Massango,massango-ao14124,AO14124,3,-7.768,16.632
AO14125,Mucari,Mucari,mucari-ao14125,AO14125,4,-9.448,16.915
AO14126,Quela,Quela,quela-ao14126,AO14126,3,-9.406,17.208
AO14127,Quirima,Quirima,quirima-ao14127,AO14127,2,-11.015,18.266
