id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
AO04024,Belize,Belize,belize-ao04024,AO04024,3,-4.587,12.839
AO04025,Buco Zau,Buco Zau,buco-zau-ao04025,AO04025,3,-4.817,12.546
AO04026,Cabinda,Cabinda,cabinda-ao04026,AO04026,3,-5.442,12.376
AO04027,Cacongo (Landana),Cacongo (Landana),cacongo-landana-ao04027,AO04027,3,-5.022,12.238
