id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
AO15128,Alto Zambeze,Alto Zambeze,alto-zambeze-ao15128,AO15128,8,-12.163,23.161
AO15135,Bundas (Lumbala-Nguimbo),Bundas (Lumbala-Nguimbo),bundas-lumbala-nguimbo-ao15135,AO15135,7,-14.443,21.346
AO15129,Camanongue,Camanongue,camanongue-ao15129,AO15129,1,-11.41,20.274
AO15130,Cameia (Lumeje),Cameia (Lumeje),cameia-lumeje-ao15130,AO15130,1,-11.775,21.219
AO15131,Léua,Léua,lua-ao15131,AO15131,2,-11.77,20.597
AO15133,Luacano,Luacano,luacano-ao15133,AO15133,2,-11.761,22.053
AO15132,Luau,Luau,luau-ao15132,AO15132,1,-10.934,21.933
AO15134,Luchazes,Luchazes,luchazes-ao15134,AO15134,5,-13.83,19.483
AO15136,Luena,Luena,luena-ao15136,AO15136,4,-12.271,19.989
