id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
AO17143,Ambuíla,Ambuíla,ambula-ao17143,AO17143,2,-7.595,14.367
AO17144,Bembe,Bembe,bembe-ao17144,AO17144,3,-7.06,14.191
AO17145,Buengas,Buengas,buengas-ao17145,AO17145,3,-6.636,15.803
AO17146,Bungo,Bungo,bungo-ao17146,AO17146,1,-7.384,15.462
AO17142,Cangola (Alto Cauale),Cangola (Alto Cauale),cangola-alto-cauale-ao17142,AO17142,3,-7.841,15.904
AO17147,Damba,Damba,damba-ao17147,AO17147,5,-6.71,15.152
AO17148,Maquela do Zombo,Maquela do Zombo,maquela-do-zombo-ao17148,AO17148,5,-6.254,15.551
AO17149,Milunga,Milunga,milunga-ao17149,AO17149,4,-7.139,16.71
AO17150,Mucaba,Mucaba,mucaba-ao17150,AO17150,2,-7.083,15.066
AO17151,Negage,Negage,negage-ao17151,AO17151,3,-7.818,15.338
AO17152,Puri,Puri,puri-ao17152,AO17152,1,-7.656,15.661
AO17153,Quimbele,Quimbele,quimbele-ao17153,AO17153,4,-6.32,16.338
AO17154,Quitexe,Quitexe,quitexe-ao17154,AO17154,4,-8.04,14.952
AO17155,Sanza Pombo,Sanza Pombo,sanza-pombo-ao17155,AO17155,4,-7.227,16.112
AO17156,Songo,Songo,songo-ao17156,AO17156,2,-7.137,14.758
AO17157,Uíge,Uíge,uge-ao17157,AO17157,1,-7.568,15.077
